Scientific_Name,Common_Name,name,label,Indicator_Status
Astragalus diphysus,Speckle-Pod Milk-Vetch,Astragalus diphysus,Astragalus diphysus - Speckle Pod Milk Vetch,UPL
Astragalus eucosmus,Elegant Milk-Vetch,Astragalus eucosmus,Astragalus eucosmus - Elegant Milk Vetch,FACU
Astragalus lentiginosus,Freckled Milk-Vetch,Astragalus lentiginosus,Astragalus lentiginosus - Freckled Milk Vetch,FACU
Astragalus leptaleus,Park Milk-Vetch,Astragalus leptaleus,Astragalus leptaleus - Park Milk Vetch,OBL
Astragalus neglectus,Cooper's Milk-Vetch,Astragalus neglectus,Astragalus neglectus - Cooper's Milk Vetch,UPL
Astragalus robbinsii,Robbins' Milk-Vetch,Astragalus robbinsii,Astragalus robbinsii - Robbins' Milk Vetch,FAC
Athyrium americanum,American Alpine Lady Fern,Athyrium americanum,Athyrium americanum - American Alpine Lady Fern,FAC
Athyrium angustum,Northern Lady Fern,Athyrium angustum,Athyrium angustum - Northern Lady Fern,FAC
Athyrium asplenioides,Southern Lady Fern,Athyrium asplenioides,Athyrium asplenioides - Southern Lady Fern,FAC
Athyrium cyclosorum,Western Lady Fern,Athyrium cyclosorum,Athyrium cyclosorum - Western Lady Fern,FAC
Atriplex argentea,Silverscale,Atriplex argentea,Atriplex argentea - Silverscale,FAC
Atriplex dioica,Saline Saltbush,Atriplex dioica,Atriplex dioica - Saline Saltbush,FAC
Atriplex glabriuscula,Scotland Orache,Atriplex glabriuscula,Atriplex glabriuscula - Scotland Orache,FACU
Atriplex hortensis,Garden Orache,Atriplex hortensis,Atriplex hortensis - Garden Orache,FAC
Atriplex mucronata,Crested Saltbush,Atriplex mucronata,Atriplex mucronata - Crested Saltbush,FAC
Atriplex patula,Halberd-Leaf Orache,Atriplex patula,Atriplex patula - Halberd Leaf Orache,FACW
Atriplex prostrata,Hastate Orache,Atriplex prostrata,Atriplex prostrata - Hastate Orache,FACW
Atriplex rosea,Tumbling Orache,Atriplex rosea,Atriplex rosea - Tumbling Orache,FACU
Atriplex semibaccata,Australian Saltbush,Atriplex semibaccata,Atriplex semibaccata - Australian Saltbush,FAC
Atriplex tridentata,Basin Saltbush,Atriplex tridentata,Atriplex tridentata - Basin Saltbush,FACW
Atriplex truncata,Wedge-Leaf Orache,Atriplex truncata,Atriplex truncata - Wedge Leaf Orache,FAC
Avena sativa,Oat,Avena sativa,Avena sativa - Oat,FACU
Avicennia germinans,Black Mangrove,Avicennia germinans,Avicennia germinans - Black Mangrove,OBL
Axonopus compressus,Broad-Leaf Carpet Grass,Axonopus compressus,Axonopus compressus - Broad Leaf Carpet Grass,FACW
Axonopus fissifolius,Narrow-Leaf Carpet Grass,Axonopus fissifolius,Axonopus fissifolius - Narrow Leaf Carpet Grass,FAC
Axonopus furcatus,Big Carpet Grass,Axonopus furcatus,Axonopus furcatus - Big Carpet Grass,OBL
Azolla microphylla,Mexican Mosquito Fern,Azolla microphylla,Azolla microphylla - Mexican Mosquito Fern,OBL
Baccharis halimifolia,Groundseltree,Baccharis halimifolia,Baccharis halimifolia - Groundseltree,FAC
Baccharis neglecta,Roosevelt-Weed,Baccharis neglecta,Baccharis neglecta - Roosevelt Weed,FAC
Baccharis salicifolia,Mule's-Fat,Baccharis salicifolia,Baccharis salicifolia - Mule's Fat,FACW
Baccharis salicina,Great Plains False Willow,Baccharis salicina,Baccharis salicina - Great Plains False Willow,FAC
Baccharis sarothroides,Rosinbush,Baccharis sarothroides,Baccharis sarothroides - Rosinbush,FAC
Baccharis wrightii,Wright's False Willow,Baccharis wrightii,Baccharis wrightii - Wright's False Willow,FACU
Bacopa caroliniana,Blue Water-Hyssop,Bacopa caroliniana,Bacopa caroliniana - Blue Water Hyssop,OBL
Bacopa monnieri,Herb-of-Grace,Bacopa monnieri,Bacopa monnieri - Herb of Grace,OBL
Bacopa repens,Creeping Water-Hyssop,Bacopa repens,Bacopa repens - Creeping Water Hyssop,OBL
Bacopa rotundifolia,Disk Water-Hyssop,Bacopa rotundifolia,Bacopa rotundifolia - Disk Water Hyssop,OBL
Baptisia alba,White Wild Indigo,Baptisia alba,Baptisia alba - White Wild Indigo,FACU
Baptisia australis,Blue Wild Indigo,Baptisia australis,Baptisia australis - Blue Wild Indigo,UPL
Barbarea orthoceras,American Yellow-Rocket,Barbarea orthoceras,Barbarea orthoceras - American Yellow Rocket,OBL
Barbarea vulgaris,Garden Yellow-Rocket,Barbarea vulgaris,Barbarea vulgaris - Garden Yellow Rocket,FACU
Barkleyanthus salicifolius,Barkley's-Ragwort,Barkleyanthus salicifolius,Barkleyanthus salicifolius - Barkley's Ragwort,FAC
Bartonia paniculata,Twining Screwstem,Bartonia paniculata,Bartonia paniculata - Twining Screwstem,OBL
Bassia hyssopifolia,Five-Horn Smotherweed,Bassia hyssopifolia,Bassia hyssopifolia - Five Horn Smotherweed,FACU
Bassia scoparia,Mexican-Fireweed,Bassia scoparia,Bassia scoparia - Mexican Fireweed,FACU
Batis maritima,Turtleweed,Batis maritima,Batis maritima - Turtleweed,OBL
Beckmannia syzigachne,American Slough Grass,Beckmannia syzigachne,Beckmannia syzigachne - American Slough Grass,OBL
Berberis thunbergii,Japanese Barberry,Berberis thunbergii,Berberis thunbergii - Japanese Barberry,UPL
Berberis vulgaris,European Barberry,Berberis vulgaris,Berberis vulgaris - European Barberry,UPL
Berchemia scandens,Alabama Supplejack,Berchemia scandens,Berchemia scandens - Alabama Supplejack,FAC
Bergia texana,Texas Bergia,Bergia texana,Bergia texana - Texas Bergia,OBL
Berula erecta,Cut-Leaf-Water-Parsnip,Berula erecta,Berula erecta - Cut Leaf Water Parsnip,OBL
Besseya alpina,Alpine Coraldrops,Besseya alpina,Besseya alpina - Alpine Coraldrops,FACW
Besseya plantaginea,White River Coraldrops,Besseya plantaginea,Besseya plantaginea - White River Coraldrops,FACW
Betula alleghaniensis,Yellow Birch,Betula alleghaniensis,Betula alleghaniensis - Yellow Birch,FACU
Betula cordifolia,Heart-Leaf Paper Birch,Betula cordifolia,Betula cordifolia - Heart Leaf Paper Birch,FACU
Betula glandulosa,Resin Birch,Betula glandulosa,Betula glandulosa - Resin Birch,OBL
Betula nigra,River Birch,Betula nigra,Betula nigra - River Birch,FACW
Betula occidentalis,Water Birch,Betula occidentalis,Betula occidentalis - Water Birch,FACW
Betula papyrifera,Paper Birch,Betula papyrifera,Betula papyrifera - Paper Birch,FACU
Betula pendula,European Weeping Birch,Betula pendula,Betula pendula - European Weeping Birch,FACU
Betula pubescens,Downy Birch,Betula pubescens,Betula pubescens - Downy Birch,FACW
Betula pumila,Bog Birch,Betula pumila,Betula pumila - Bog Birch,OBL
Betula X purpusii,,Betula X purpusii,Betula X purpusii,OBL
Betula X sandbergii,,Betula X sandbergii,Betula X sandbergii,OBL
Bidens amplissima,Vancouver Island Beggarticks,Bidens amplissima,Bidens amplissima - Vancouver Island Beggarticks,FACW
Bidens aristosa,Bearded Beggarticks,Bidens aristosa,Bidens aristosa - Bearded Beggarticks,FACW
Bidens beckii,Beck's Water-Marigold,Bidens beckii,Bidens beckii - Beck's Water Marigold,OBL
Bidens bigelovii,Bigelow's Beggarticks,Bidens bigelovii,Bidens bigelovii - Bigelow's Beggarticks,FACW
Bidens bipinnata,Spanish-Needles,Bidens bipinnata,Bidens bipinnata - Spanish Needles,FACU
Bidens cernua,Nodding Burr-Marigold,Bidens cernua,Bidens cernua - Nodding Burr Marigold,OBL
Bidens discoidea,Small Beggarticks,Bidens discoidea,Bidens discoidea - Small Beggarticks,FACW
Bidens frondosa,Devil's-Pitchfork,Bidens frondosa,Bidens frondosa - Devil's Pitchfork,FACW
Bidens laevis,Smooth Beggarticks,Bidens laevis,Bidens laevis - Smooth Beggarticks,OBL
Bidens leptocephala,Few-Flower Beggarticks,Bidens leptocephala,Bidens leptocephala - Few Flower Beggarticks,FACW
Bidens mitis,Small-Fruit Beggarticks,Bidens mitis,Bidens mitis - Small Fruit Beggarticks,OBL
Bidens pilosa,Hairy Beggarticks,Bidens pilosa,Bidens pilosa - Hairy Beggarticks,FACW
Bidens tenuisecta,Slim-Lobe Beggarticks,Bidens tenuisecta,Bidens tenuisecta - Slim Lobe Beggarticks,FACW
Bidens trichosperma,Crowned Beggarticks,Bidens trichosperma,Bidens trichosperma - Crowned Beggarticks,OBL
Bidens tripartita,Three-Lobe Beggarticks,Bidens tripartita,Bidens tripartita - Three Lobe Beggarticks,FACW
Bidens vulgata,Tall Beggarticks,Bidens vulgata,Bidens vulgata - Tall Beggarticks,FAC
Bigelowia nuttallii,Nuttall's Rayless-Goldenrod,Bigelowia nuttallii,Bigelowia nuttallii - Nuttall's Rayless Goldenrod,FACU
Bignonia capreolata,Crossvine,Bignonia capreolata,Bignonia capreolata - Crossvine,FAC
Bistorta bistortoides,American Bistort,Bistorta bistortoides,Bistorta bistortoides - American Bistort,OBL
Bistorta vivipara,Serpent-Grass,Bistorta vivipara,Bistorta vivipara - Serpent Grass,FACW
Blechnum occidentale,Hammock Fern,Blechnum occidentale,Blechnum occidentale - Hammock Fern,FAC
Blephilia hirsuta,Hairy Pagoda-Plant,Blephilia hirsuta,Blephilia hirsuta - Hairy Pagoda Plant,FACU
Blutaparon vermiculare,Bayflower,Blutaparon vermiculare,Blutaparon vermiculare - Bayflower,FACW
Boechera collinsii,,Boechera collinsii,Boechera collinsii,UPL
Boechera dentata,Short's Rockcress,Boechera dentata,Boechera dentata - Short's Rockcress,UPL
Boechera divaricarpa,,Boechera divaricarpa,Boechera divaricarpa,FACU
Boechera grahamii,Boivin's Rockcress,Boechera grahamii,Boechera grahamii - Boivin's Rockcress,FACU
Boechera lemmonii,Soldier Rockcress,Boechera lemmonii,Boechera lemmonii - Soldier Rockcress,UPL
Boechera stricta,Canadian Rockcress,Boechera stricta,Boechera stricta - Canadian Rockcress,FACU
Boehmeria cylindrica,Small-Spike False Nettle,Boehmeria cylindrica,Boehmeria cylindrica - Small Spike False Nettle,FACW
Boerhavia erecta,Erect Spiderling,Boerhavia erecta,Boerhavia erecta - Erect Spiderling,UPL
Boltonia asteroides,White Doll's Daisy,Boltonia asteroides,Boltonia asteroides - White Doll's Daisy,FACW
Boltonia diffusa,Small-Head Doll's Daisy,Boltonia diffusa,Boltonia diffusa - Small Head Doll's Daisy,FACW
Borrichia frutescens,Bushy Seaside-Tansy,Borrichia frutescens,Borrichia frutescens - Bushy Seaside Tansy,FACW
Bothriochloa barbinodis,Cane Beard Grass,Bothriochloa barbinodis,Bothriochloa barbinodis - Cane Beard Grass,FACU
Bothriochloa bladhii,Australian Beard Grass,Bothriochloa bladhii,Bothriochloa bladhii - Australian Beard Grass,FACU
Botrychium ascendens,Triangle-Lobe Moonwort,Botrychium ascendens,Botrychium ascendens - Triangle Lobe Moonwort,FAC
Botrychium hesperium,Western Moonwort,Botrychium hesperium,Botrychium hesperium - Western Moonwort,FACU
Botrychium lanceolatum,Lance-Leaf Moonwort,Botrychium lanceolatum,Botrychium lanceolatum - Lance Leaf Moonwort,FACW
Botrychium lunaria,Common Moonwort,Botrychium lunaria,Botrychium lunaria - Common Moonwort,FAC
Botrychium matricariifolium,Daisy-Leaf Moonwort,Botrychium matricariifolium,Botrychium matricariifolium - Daisy Leaf Moonwort,FACU
Botrychium pinnatum,Northeastern Moonwort,Botrychium pinnatum,Botrychium pinnatum - Northeastern Moonwort,UPL
Botrychium simplex,Least Moonwort,Botrychium simplex,Botrychium simplex - Least Moonwort,FAC
Botrypus virginianus,Rattlesnake Fern,Botrypus virginianus,Botrypus virginianus - Rattlesnake Fern,FACU
Bouteloua dactyloides,Buffalo Grass,Bouteloua dactyloides,Bouteloua dactyloides - Buffalo Grass,FACU
Bowlesia incana,Hoary Bowlesia,Bowlesia incana,Bowlesia incana - Hoary Bowlesia,FACU
Brachyelytrum erectum,Bearded Shorthusk,Brachyelytrum erectum,Brachyelytrum erectum - Bearded Shorthusk,FACU
Brasenia schreberi,Watershield,Brasenia schreberi,Brasenia schreberi - Watershield,OBL
Brassica juncea,Chinese Mustard,Brassica juncea,Brassica juncea - Chinese Mustard,FACU
Brassica rapa,Rape,Brassica rapa,Brassica rapa - Rape,UPL
Braya glabella,Smooth Northern-Rockcress,Braya glabella,Braya glabella - Smooth Northern Rockcress,FACU
Braya humilis,Alpine Northern-Rockcress,Braya humilis,Braya humilis - Alpine Northern Rockcress,FACU
Brickellia californica,California Brickellbush,Brickellia californica,Brickellia californica - California Brickellbush,FACU
Briza media,Perennial Quaking Grass,Briza media,Briza media - Perennial Quaking Grass,FAC
Briza minor,Lesser Quaking Grass,Briza minor,Briza minor - Lesser Quaking Grass,FAC
Bromus arvensis,Field Brome,Bromus arvensis,Bromus arvensis - Field Brome,FACU
Bromus briziformis,Rattlesnake Brome,Bromus briziformis,Bromus briziformis - Rattlesnake Brome,UPL
Bromus ciliatus,Fringed Brome,Bromus ciliatus,Bromus ciliatus - Fringed Brome,FAC
Bromus hordeaceus,Soft Brome,Bromus hordeaceus,Bromus hordeaceus - Soft Brome,UPL
Bromus inermis,Smooth Brome,Bromus inermis,Bromus inermis - Smooth Brome,UPL
Bromus kalmii,Kalm's Brome,Bromus kalmii,Bromus kalmii - Kalm's Brome,FACU
Bromus latiglumis,Early-Leaf Brome,Bromus latiglumis,Bromus latiglumis - Early Leaf Brome,FACW
Bromus madritensis,Compact Brome,Bromus madritensis,Bromus madritensis - Compact Brome,UPL
Bromus pubescens,Hairy Woodland Brome,Bromus pubescens,Bromus pubescens - Hairy Woodland Brome,FACU
Bromus richardsonii,Richardson's Brome,Bromus richardsonii,Bromus richardsonii - Richardson's Brome,FACU
Bromus vulgaris,Colombian Brome,Bromus vulgaris,Bromus vulgaris - Colombian Brome,UPL
Broussonetia papyrifera,Paper-Mulberry,Broussonetia papyrifera,Broussonetia papyrifera - Paper Mulberry,UPL
Brunnichia ovata,American Buckwheatvine,Brunnichia ovata,Brunnichia ovata - American Buckwheatvine,FACW
Buchnera americana,American Bluehearts,Buchnera americana,Buchnera americana - American Bluehearts,FAC
Buchnera floridana,Florida Bluehearts,Buchnera floridana,Buchnera floridana - Florida Bluehearts,FAC
Bulbostylis capillaris,Dense-Tuft Hair Sedge,Bulbostylis capillaris,Bulbostylis capillaris - Dense Tuft Hair Sedge,FACU
Bulbostylis ciliatifolia,Capillary Hair Sedge,Bulbostylis ciliatifolia,Bulbostylis ciliatifolia - Capillary Hair Sedge,FAC
Bulbostylis funckii,Funck's Hair Sedge,Bulbostylis funckii,Bulbostylis funckii - Funck's Hair Sedge,FACW
Bulbostylis juncoides,Rush Hair Sedge,Bulbostylis juncoides,Bulbostylis juncoides - Rush Hair Sedge,FACW
Burmannia biflora,Northern Bluethread,Burmannia biflora,Burmannia biflora - Northern Bluethread,OBL
Burmannia capitata,Southern Bluethread,Burmannia capitata,Burmannia capitata - Southern Bluethread,OBL
Butomus umbellatus,Greater Flowering-Rush,Butomus umbellatus,Butomus umbellatus - Greater Flowering Rush,OBL
Cabomba caroliniana,Carolina Fanwort,Cabomba caroliniana,Cabomba caroliniana - Carolina Fanwort,OBL
Caesalpinia bonduc,Yellow Nicker,Caesalpinia bonduc,Caesalpinia bonduc - Yellow Nicker,FACU
Cakile geniculata,Gulf Searocket,Cakile geniculata,Cakile geniculata - Gulf Searocket,FAC
Cakile lanceolata,Coastal Searocket,Cakile lanceolata,Cakile lanceolata - Coastal Searocket,FACW
Calamagrostis canadensis,Bluejoint,Calamagrostis canadensis,Calamagrostis canadensis - Bluejoint,FACW
Calamagrostis scopulorum,Ditch Reed Grass,Calamagrostis scopulorum,Calamagrostis scopulorum - Ditch Reed Grass,FAC
Calamagrostis stricta,Slim-Stem Reed Grass,Calamagrostis stricta,Calamagrostis stricta - Slim Stem Reed Grass,FACW
Calamovilfa arcuata,Cumberland Sand-Reed,Calamovilfa arcuata,Calamovilfa arcuata - Cumberland Sand Reed,OBL
Calibrachoa parviflora,Seaside-Petunia,Calibrachoa parviflora,Calibrachoa parviflora - Seaside Petunia,FACW
Calla palustris,Water-Dragon,Calla palustris,Calla palustris - Water Dragon,OBL
Callicarpa americana,American Beauty-Berry,Callicarpa americana,Callicarpa americana - American Beauty Berry,FACU
Callisia repens,Creeping-Inchplant,Callisia repens,Callisia repens - Creeping Inchplant,FACU
Callitriche hermaphroditica,Autumn Water-Starwort,Callitriche hermaphroditica,Callitriche hermaphroditica - Autumn Water Starwort,OBL
Callitriche heterophylla,Greater Water-Starwort,Callitriche heterophylla,Callitriche heterophylla - Greater Water Starwort,OBL
Callitriche palustris,Vernal Water-Starwort,Callitriche palustris,Callitriche palustris - Vernal Water Starwort,OBL
Callitriche pedunculosa,Nuttall's Water-Starwort,Callitriche pedunculosa,Callitriche pedunculosa - Nuttall's Water Starwort,FACW
Callitriche peploides,Matted Water-Starwort,Callitriche peploides,Callitriche peploides - Matted Water Starwort,OBL
Callitriche stagnalis,Pond Water-Starwort,Callitriche stagnalis,Callitriche stagnalis - Pond Water Starwort,OBL
Callitriche stenoptera,Narrow-Wing Water-Starwort,Callitriche stenoptera,Callitriche stenoptera - Narrow Wing Water Starwort,OBL
Callitriche terrestris,Terrestrial Water-Starwort,Callitriche terrestris,Callitriche terrestris - Terrestrial Water Starwort,FACW
Calopogon tuberosus,Tuberous Grass-Pink,Calopogon tuberosus,Calopogon tuberosus - Tuberous Grass Pink,OBL
Caltha leptosepala,White Marsh-Marigold,Caltha leptosepala,Caltha leptosepala - White Marsh Marigold,OBL
Caltha palustris,Yellow Marsh-Marigold,Caltha palustris,Caltha palustris - Yellow Marsh Marigold,OBL
Calycocarpum lyonii,Cupseed,Calycocarpum lyonii,Calycocarpum lyonii - Cupseed,FACW
Calypso bulbosa,Fairy-Slipper Orchid,Calypso bulbosa,Calypso bulbosa - Fairy Slipper Orchid,FACW
Calyptocarpus vialis,Straggler Daisy,Calyptocarpus vialis,Calyptocarpus vialis - Straggler Daisy,FAC
Calyptridium roseum,,Calyptridium roseum,Calyptridium roseum,FACU
Calystegia sepium,Hedge False Bindweed,Calystegia sepium,Calystegia sepium - Hedge False Bindweed,FAC
Camassia scilloides,Atlantic Camas,Camassia scilloides,Camassia scilloides - Atlantic Camas,FAC
Camelina alyssum,Madwort False Flax,Camelina alyssum,Camelina alyssum - Madwort False Flax,FACU
Camelina microcarpa,Little-Pod False Flax,Camelina microcarpa,Camelina microcarpa - Little Pod False Flax,UPL
Camelina sativa,Gold-of-Pleasure,Camelina sativa,Camelina sativa - Gold of Pleasure,FACU
Campanula aparinoides,Marsh Bellflower,Campanula aparinoides,Campanula aparinoides - Marsh Bellflower,OBL
Campanula parryi,Parry's Bellflower,Campanula parryi,Campanula parryi - Parry's Bellflower,FAC
Campanula rotundifolia,Bluebell-of-Scotland,Campanula rotundifolia,Campanula rotundifolia - Bluebell of Scotland,FAC
Campanulastrum americanum,American-Bellflower,Campanulastrum americanum,Campanulastrum americanum - American Bellflower,FAC
Campsis radicans,Trumpet-Creeper,Campsis radicans,Campsis radicans - Trumpet Creeper,FACU
Canadanthus modestus,Canada-Aster,Canadanthus modestus,Canadanthus modestus - Canada Aster,FAC
Canavalia rosea,Bay-Bean,Canavalia rosea,Canavalia rosea - Bay Bean,FAC
Canna flaccida,Bandanna-of-the-Everglades,Canna flaccida,Canna flaccida - Bandanna of the Everglades,OBL
Canna indica,Indian-Shot,Canna indica,Canna indica - Indian Shot,FACW
Canna X generalis,,Canna X generalis,Canna X generalis,OBL
Caperonia palustris,Sacatrapo,Caperonia palustris,Caperonia palustris - Sacatrapo,FACW
Capraria biflora,Goatweed,Capraria biflora,Capraria biflora - Goatweed,FACW
Capraria mexicana,Mexican Goatweed,Capraria mexicana,Capraria mexicana - Mexican Goatweed,FAC
Capsella bursa-pastoris,Shepherd's-Purse,Capsella bursa-pastoris,Capsella bursa pastoris - Shepherd's Purse,FACU
Cardamine breweri,Sierran Bittercress,Cardamine breweri,Cardamine breweri - Sierran Bittercress,FACW
Cardamine bulbosa,Bulbous Bittercress,Cardamine bulbosa,Cardamine bulbosa - Bulbous Bittercress,OBL
Cardamine concatenata,Cut-Leaf Toothwort,Cardamine concatenata,Cardamine concatenata - Cut Leaf Toothwort,FACU
Cardamine cordifolia,Large Mountain Bittercress,Cardamine cordifolia,Cardamine cordifolia - Large Mountain Bittercress,OBL
Cardamine douglassii,Limestone Bittercress,Cardamine douglassii,Cardamine douglassii - Limestone Bittercress,FACW
Cardamine flexuosa,Woodland Bittercress,Cardamine flexuosa,Cardamine flexuosa - Woodland Bittercress,FACW
Cardamine hirsuta,Hairy Bittercress,Cardamine hirsuta,Cardamine hirsuta - Hairy Bittercress,FAC
Cardamine macrocarpa,Large-Seed Bittercress,Cardamine macrocarpa,Cardamine macrocarpa - Large Seed Bittercress,FACW
Cardamine oligosperma,Little Western Bittercress,Cardamine oligosperma,Cardamine oligosperma - Little Western Bittercress,FAC
Cardamine parviflora,Sand Bittercress,Cardamine parviflora,Cardamine parviflora - Sand Bittercress,FACW
Cardamine pensylvanica,Quaker Bittercress,Cardamine pensylvanica,Cardamine pensylvanica - Quaker Bittercress,FACW
Cardiospermum halicacabum,Love-in-a-Puff,Cardiospermum halicacabum,Cardiospermum halicacabum - Love in a Puff,FAC
